TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
3,Adler / written by Lavie Tidhar   drawn and coloured by Paul McCaffrey   lettered by Simon Bowland.,"Tidhar, Lavie, author.","London : Titan Comics, 2021.",2021,YA
14,"Stranger things : Into the fire. #1 / Jody Houser, Ryan Kelly, Le Beau Underwood, Triona Farrell, Nate Piekos, Ibrahim Moustafa.","Houser, Jody, author.","Minneapolis : Spotlight, a division of ABDO/Dark Horse Comics, 2021.",2021,YA
14,"Stranger things : Into the fire. #2 / Jody Houser, Ryan Kelly, Le Beau Underwood, Triona Farrell, Nate Piekos, Ibrahim Moustafa.","Houser, Jody, author.","Minneapolis : Spotlight, a division of ABDO/Dark Horse Comics, 2021.",2021,YA
12,"Stranger things : Into the fire. #4 / Jody Houser, Ryan Kelly, Le Beau Underwood, Triona Farrell, Nate Piekos, Ibrahim Moustafa.","Houser, Jody, author.","Minneapolis : Spotlight, a division of ABDO/Dark Horse Comics, 2021.",2021,YA
12,"Stranger things : Into the fire. The game master / Jody Houser, Ryan Kelly, Le Beau Underwood, Triona Farrell, Nate Piekos, Ibrahim Moustafa.","Houser, Jody, author.","Minneapolis : Spotlight, a division of ABDO/Dark Horse Comics, 2021.",2021,YA
10,"Stranger things : Into the fire. #3 / Jody Houser, Ryan Kelly, Le Beau Underwood, Triona Farrell, Nate Piekos, Ibrahim Moustafa.","Houser, Jody, author.","Minneapolis : Spotlight, a division of ABDO/Dark Horse Comics, 2021.",2021,YA
9,COVID chronicles : a comics anthology / edited by Kendra Boileau and Rich Johnson.,,"University Park, Pennsylvania : The Pennsylvania State University Press/Graphic Mundi, [2021]",2021,YA
10,"Daredevil. Vol. 5, Truth/dare / Chip Zdarsky, writer Marco Checchetto (#21, #23, #25), artist Francesco Mobili (#22), Mike Hawthorne (#24), pencilers Mattia Iacono (#21-22, #24), Marcio Menyz (#23, #25), color artists Victor Olazaba, Jp Mayer, inkers VC's Clayton Cowles, letterer Marco Checchetto, Erick Arciniega (#21-25), cover artist.","Zdarsky, Chip, author, cover artist.","New York, NY : Marvel Worldwide, Inc., [2021]",2021,YA
5,"Haikyu!! 9, Desire / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : Viz Media, LLC, 2017",2021,YA
3,"Haikyu!! 18, Hope is a waxing moon / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez   editor, Marlene First.","Furudate, Haruichi, 1983-, author, artist.","San Francisco, CA : Viz Media, LLC, [2017];""Â©2012""",2021,YA
1,"The Avengers. Vol. 5, Challenge of the Ghost riders / Jason Aaron writer Stefano Caselli with Luciano Vecchio, artists Jason Keith with Erick Arciniega, color artists VC's Cory Petit, letterer Stefano Caselli & Frank Martin, cover art.","Aaron, Jason, author.","New York, NY : Marvel Worldwide Inc., 2020.",2021,YA
8,"Spider-Man : the road to Venom / writers: Len Kaminski, Tom DeFalco, Louise Simonson, Peter David & Zeb Wells pencilers: James Fry, Ron Frenz, Greg LaRocque, Rich Buckler, Sal Buscema & Angel Medina inkers: Chris Ivy, Josef Rubinstein, Jim Mooney, Brett Breeding, Vince Colletta, Sal Buscema & Scott Hanna with Kyle Baker, Pat Redding, Derek Fridolfs & co. colorists: Tom Smith, Bob Sharen, George Roussos, Nel Yomtov, Janet Jackson & Avalon's Matt Milla with Ian Hannin letterers: Jim Novak, Joe Rosen, Janice Chiang, Phil Felix, Rick Parker & VC's Joe Caramagna.","Kaminski, Len, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2020];""Â©2020.""",2021,YA
6,"Flash forward / Scott Lobdell, writer Brett Booth, penciller Norm Rapmund, inker Luis Guerrero, colorist ALW's Troy Peteri, letterer.","Lobdell, Scott, writer.","Burbank, CA : DC Comics, [2020];""Â©2020.""",2021,YA
6,"Sea of stars. Vol. 1, Lost in the wild heavens / Jason Aaron, Dennis Hallum, writers Stephen Green, artist Rico Renzi, colorist Jared K. Fletcher, letters + design.","Aaron, Jason, author.","Berkeley : Image Comics, 2020.",2021,YA
4,"Marvel super heroes. Secret wars / writer, Jim Shooter pencilers, Mike Zeck & Bob Layton inkers, John Beatty with Jack Abel & Mike Esposito colorists, Christie Scheel & Nel Yomtov letterer, Joe Rosen.","Shooter, Jim, author.","New York : Marvel Worldwide, Inc., [2011];""Â©2011.""",2021,YA
3,Star Wars. Age of Republic. Villains / Jody Houser illustrated by Luke Ross.,"Houser, Jody, author.","New York, NY : Marvel Worldwide, Inc., [2019];""Â©2019.""",2021,YA
2,Paul at home / Michel Rabagliati translated by Helge Dascher and Rob Aspinall.,"Rabagliati, Michel, author, artist.","Montreal : Drawn & Quarterly, [2020];""Â©2019.""",2021,YA
1,"Star wars. Galaxy's edge / writer, Ethan Sacks artist, Will Sliney color artists, Dono SÃ¡nchez-Almara with Protobunker letterer, VC's Travis Lanham.","Sacks, Ethan, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2019];""Â©2019.""",2021,YA
1,"The Avant-Guards. Volume three, Down to the wire / Carly Usdin, Noah Hayes, Lea Caballero, Eleanora Bruni.","Usdin, Carly, author.","Los Angeles : BOOM! Box, 2020.",2021,YA
1,"Valkyrie : Jane Foster. [Vol. 1], The sacred and the profane / Al Ewing & Jason Aaron, writers Cafu with RamÃ³n K PÃ©rez (#3), Cian Tormey & Roberto Poggi (#3) and Frazer Irving, artists Jesus Aburtov, Matt Milla. color artists VC's Joe Sabino, letterer Ron Garney, artist.","Ewing, Al, 1977- author.","New York, NY : Marvel Worldwide, Inc , [2019];""Â©2019.""",2021,YA
0,Dead dudes / written by Christopher Sebela illustrated by Ben Sears colored by Ryan Hill & Warren Wucinich lettered by Crank!,"Sebela, Christopher, author.","St. Louis, MO : Oni Press , 2020.",2021,YA
0,"Ms. Marvel. Vol. 2, Stormranger / Saladin Ahmed issues #7-8 artist, Joey Vazquez with Alex Arizmendi issues #9-12 penciler, Mikyu Jung inker, Juan Vlasco color artist, Ian Herring letterer, VC's Joe Caramagna.","Ahmed, Saladin, author.","New York, NY : Marvel Worldwide, Inc., [2020];""Â©2020.""",2021,YA
0,"Stairway. Volume One/ Matt Hawkins, writer Raffaele Ienco, artist Troy Peteri, letterer.","Hawkins, Matt, author.","Portland, OR : Image Comics, 2018.",2021,YA
0,"Wakanda forever / writers, Nnedi Okorafor, Priest, Don McGregor & Reginald Hudlin artists, Alberto Albuequerque, Oleg Okunev, Mike Perkins, Daniel Acuna & Ken Lashley inkers, Ray-Anthony Height, Alberto Alburquerque, Juan Vlasco & Keith Champagne color artists, Erick Arciniega, Andy Troy, Daniel Acuna & Matt Milla letterer, VC'c Joe Sabino.","Okorafor, Nnedi, author.","New York, NY : Marvel Worldwide, Inc., [2018];""Â©2018""",2021,YA
0,What if we were-- / Axelle Lenoir translation by Pablo Strauss and Aleshia Jensen.,"Lenoir, Axelle, author, artist.","Marietta, GA : Top Shelf Productions, an imprint of IDW Publishing, [2020];""Â©2020.""",2021,YA
28,"Catwad. It's me, two / Jim Benton.","Benton, Jim, author, illustrator.","New York, NY : Graphix, an imprint of Scholastic, 2019.",2021,J
12,A map to the sun / Sloane Leong.,"Leong, Sloane, author, artist.","New York : First Second, 2020.",2021,YA
8,WolfWalkers : the graphic novel / based on the film by Tomm Moore & Ross Stewart adapted by Sam Sattin.,"Sattin, Samuel, author.","New York Boston : Little, Brown and Company, 2020.",2021,YA
3,Fangs / Sarah Andersen.,"Andersen, Sarah (Sarah C.), author, illustrator.","Kansas City, Missouri : Andrews McMeel Publishing, [2020];""Â©2020.""",2021,YA
2,"Sherlock. A scandal in Belgravia. Part 1 / script, Steven Moffat adaptation/art, Jay lettering, Amoona Saohin co-created by Steven Moffat & Mark Gatiss.","Moffat, Steven, 1961- author.","London : Titan Comics, 2020.",2021,YA
2,Why did we trust him? / Shannon Wheeler.,"Wheeler, Shannon, author, artist.","Marietta, GA : Top Shelf Productions, 2019.",2021,YA
1,City monster : a graphic novel / Reza Farazmand.,"Farazmand, Reza, author, artist.","New York : Plume, Penguin Random House LLC, [2020];""Â©2020.""",2021,YA
1,Moms / Yeong-shin Ma translated by Janet Hong.,"Ma, YÅng-sin, 1982- author.","Montreal : Drawn and Quarterly, 2020.",2021,YA
1,Scullion : a dishwasher's guide to mistaken identity / Jarad Greene.,"Greene, Jarad, author, artist.","Portland, OR : Oni Press, 2020.",2021,YA
0,Smoove city / Kenny Keil edited by Amanda Meadows.,"Keil, Kenny, author, illustrator.","Portland : Oni-Lion Forge Publishing Group, LLC, 2020.",2021,YA
4,"Shazam! and the seven magic lands / Geoff Johns, writer Dale Eaglesham, Scott Kolins, Marco Santucci, Mayo Sen Naito, Max Raynor, artists Michael Atiyeh, Mayo Sen Naito, colorists Rob Leigh, letterer.","Johns, Geoff, 1973- author.","Burbank, CA : DC Comics, [2020];""Â©2020.""",2021,YA
1,"Wonder Woman : her greatest victories / writers, Gerry Conway, Len Wein, George PÃ©rez, Geoff Johns, Greg Rucka, Tim Seeley art, Don Heck, George PÃ©rez, Tony S. Daniel, Nicola Scott, Christian Duce, Bilquis Evely inks, Bruce Patterson, Richard Friend, Matt Banning, Sandu Florea colors, Nansi Hoolahan, Tatjana Wood, Tomeu Morey, Romulo Fajardo Jr., Allen Passalaqua letters, Helen Vesik, John Costanza, Patrick Brosseau, David Sharpe, Jodi Wynne, Josh Reed.",,"Burbank, CA : DC Comics, [2020];""Â©2020.""",2021,YA
11,"The last Halloween. 1, Children / Abby Howard.","Howard, Abby (Comic artist), author, illustrator.","Chicago, IL : Iron Circus Comics, 2020.",2021,YA
6,"Haikyu!! 10, Moonrise / Haruichi Furdate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, 2017",2021,YA
206,Dog man. Mothering heights / written and illustrated by Dav Pilkey as George Beard and Harold Hutchins with color by Jose Garibaldi.,"Pilkey, Dav, 1966-, author, artist.","New York, NY : Graphix, an imprint of Scholastic, 2021.",2021,J
67,The way of the hive : a honey bee's story / Jay Hosler.,"Hosler, Jay (Jay S.), author, illustrator.","New York, NY : Harper Alley, an imprint of HarperCollinsPublishers, [2021]",2021,J
3,Seen : true stories of marginalized trailblazers. Rachel Carson / written by Birdie Willis   illustrated by Rii Abrego   colored by Kieran Quigley   lettered by DC Hopkins.,"Willis, Birdie, author.","Los Angeles, CA : Boom! Box, 2021.",2021,J
13,"The Black Panther Party : a graphic novel history / David F. Walker   art, colors and letters by Marcus Kwame Anderson.","Walker, David, 1968- author.","Emeryville, California : Ten Speed Press, [2021]",2021,YA
10,The secret to superhuman strength / Alison Bechdel   with the extremely extensive coloring collaboration of Holly Rae Taylor.,"Bechdel, Alison, 1960-, author, artist.","Boston : Houghton Mifflin Harcourt, 2021.;""Â©2021""",2021,YA
5,My last summer with Cass / Mark Crilley.,"Crilley, Mark, author, artist.","New York : Little, Brown and Company, 2021.",2021,YA
4,"The hazards of love. Book 1, Bright world / Stan Stanley.","Stanley, Stan, author, illustrator, colorist, letterer.","Portland, OR : Oni/Lion Forge Publishing Group, LLC, 2021.",2021,YA
10,"The walking dead compendium four / Robert Kirkman, creator, writer Charlie Adlard, penciler, inker (issue #193) Stefano Guadiano, inker (chapters 25-32) Cliff Rathburn, gray tones Rus Wooton, letter.","Kirkman, Robert, writer, creator.","Portland, OR : Image Comics, [2019];""Â©2019.""",2021,YA
7,Sue & Tai-chan. 1 / Kanata Konami.,"Konami, Kanata, 1958- author, artist.","New York : Kodansha Comics, [2020]",2021,YA
6,Sue & Tai-chan. 2 / Kanata Konami.,"Konami, Kanata, 1958- author, artist.","New York : Kodansha Comics, [2020]",2021,YA
5,Henchgirl. Expanded / by Kristen Gudsnuk.,"Gudsnuk, Kristen, author, illustrator.","Milwaukie, OR : Dark Horse Books, 2020.",2021,YA
3,"Aggretsuko. [1], Metal to the max / Daniel Barnes, Jarrett Williams artists, Brenda Hickey, DJ Kirkland.","Barnes, Daniel (Daniel Howard), author.","Portland : Oni Press, 2020.",2021,YA
3,"The walking dead compendium three / Robert Kirkman, creator, writer Charlie Adlard, penciler, inker (chapters 17-19) Stefano Gaudiano, inker (chapters 20-24) Cliff Rathburn, gray tones Rus Wooton, letterer.","Kirkman, Robert, author.","Berkeley, California : Image Comics, [2016];""Â©2016.""",2021,YA
2,"Aggretsuko. [2], Stress management / written by Michelle Gish, Sarah Stern, Daniel Barnes illustrated by Patabot, Shadia Amin, D.J. Kirkland.",,"Portland, OR : Oni Press, 2020.",2021,YA
2,Cuisine Chinoise : tales of food and life / Zao Dao translated by Brandon Kander & Diana Schutz letters by Adam Pruett.,"Zaodao, author.","Milwaukie, OR : Dark Horse Books, 2020.",2021,YA
1,Last pick. [3]. Rise up / Jason Walz color by Jon Proctor and Joe Flood.,"Walz, Jason, author.","New York : First Second, 2020.",2021,YA
1,Planet paradise / Jesse Lonergan.,"Lonergan, Jesse, author, artist.","Berkeley : Image Comics, 2020.",2021,YA
1,Stuck rubber baby / Howard Cruse [introduction by Alison Bechdel],"Cruse, Howard, author, artist.","New York, NY : First Second, [2020];""Â©1995.""",2021,YA
0,"Ophiuchus / created by Ali Leriger De La Plante, primary writer, secondary artist & Natasha Tara Petrovic, primary artist, secondary writer.","De La Plante, Ali Leriger, author, illustrator.","Portland, OR : Image Comics, [2019];""Â©2019.""",2021,YA
0,The lady doctor / Ian Williams.,"Williams, Ian (Physician), author.","University Park, Pennsylvania : The Pennsylvania State University Press, [2019];""Â©2019.""",2021,YA
7,All of this is for you : a little book of kindness / Ruby Jones.,"Jones, Ruby (Ruby Alice Rose), author, illustrator.","New York, NY : Harper One, 2021.",2021,YA
11,"Tokyo ghoul. Volume 7 / story and art by Sui Ishida   translation, Joe Yamazaki   touch-up art and lettering, Vanessa Satone.","Ishida, Sui, author, artist.","San Francisco, CA : VIZ Media, [2016]",2021,YA
24,"Science comics. Rockets : defying gravity / Anne Drozd, Jerzy Drozd.","Drozd, Anne, author, illustrator.","New York : First Second, 2018.",2021,J
14,Science comics. Sharks : nature's perfect hunter / Joe Flood.,"Flood, Joe (Illustrator), author, illustrator.","New York : First Second, an imprint of Roaring Brook Press, 2018.",2021,J
14,"Solo leveling. 1 / Dubu (Redice Studio) original story, Ch'ugong translation, Hye Young Im rewrite, J. Torres lettering, Abigail Blackman.","Ch'ugong, author.","New York, NY : Yen Press, [2021]",2021,YA
7,Timo the Adventurer / writer Jonathan Garnier artist Yohan SacrÃ© translated from the French by Lara Vergnaud.,"Garnier, Jonathan, 1982- author.","Boston : Houghton Mifflin Harcourt, 2020.",2021,J
5,The adoption / written by Zidrou illustrated by Arno Monin [translation by Jeremy Melloul].,"Zidrou, author.","[United States] : Magnetic Press, 2020.",2021,YA
1,"American Gods. 3, The moment of the storm / story and words by Neil Gaiman script and layouts by P. Craig Russell art by Scott Hampton colors by Jennifer T. Lange and Scott Hampton letters by Rick Parker.","Gaiman, Neil, author.","Milwaukie, OR : Dark Horse Books, 2020.",2021,YA
1,"Nomen omen. Volume 1, Total eclipse of the heart / writer, Marco B. Bucci artist and colorist, Jacopo Camagni lettering, Fabio Amelia translation from Italian, Arancia Studio dream sequences painted by Fabio Mancini.","Bucci, Marco B., author.","Berkeley : Image Comics, 2020.",2021,YA
23,"Fangirl. 1 / based on the bestselling novel by Rainbow Rowell   adapted by Sam Maggs   illustrated by Gabi Nam   [lettering, Erika Terriquez].","Maggs, Sam, adaptor.","San Francisco : Viz Media, LLC, [2020]",2021,YA
22,Fruits basket another. 1 / Natsuki Takaya   translation: Alethea and Athena Nibley   lettering: Lys Blakeslee.,"Takaya, Natsuki, 1973- author, illustrator.","New York, NY : Yen Press, 2018.",2021,YA
12,"Fruits basket another. 2 / Natsuki Takaya   translation, Alethea and Athena Nibley   lettering, Lys Blakeslee.","Takaya, Natsuki, 1973- author, illustrator.","New York, NY : Yen Press, 2018.;""Â©2018""",2021,YA
9,"Fruits basket another. 3 / Natsuki Takaya   [translation, Alethea and Athena Nibley   lettering, Lys Blakeslee].","Takaya, Natsuki, 1973- author, illustrator.","New York, NY : Yen Press, 2019.",2021,YA
9,"Tokyo ghoul. Volume 11 / story and art by Sui Ishida   translation, Joe Yamazaki   touch-up art and lettering, Vanessa Satone.","Ishida, Sui, author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2011""",2021,YA
7,"Tokyo ghoul. Volume 13 / Sui Ishida   translation, Joe Yamazaki   touch-up art and lettering, Vanessa Satone.","Ishida, Sui, author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2011""",2021,YA
